"location_id","year","lat","lon","source","pAspen","classno","buffer_area","landcover_class","area","badr_wellpadlow","badr_road","badr_wellpadhigh","badr_plant","badr_linear","badr_plantbuffer","badr_reference","task_method","ALFL","CAWA","OVEN","SWTH"
"100026",2017,55.76363,-110.87517,"supplemental",0.959999978542328,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927644,"PC",0.1821284790736,0.00280052356848823,0.124608235123752,0.16794336079507
"86901",2020,55.845202,-110.563727,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927746,"PC",0.0349946416800092,0.000117171324935463,0.0211999395661597,0.1402048006244
"87016",2019,55.857374,-110.610653,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927623,"PC",0.0272530746149573,0.0519958406495498,0.444070632443905,0.188282783413192
"87011",2020,55.863006,-110.62792,"supplemental",0.0299999993294477,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927715,"PC",0.0378978908329316,0.00010386766002014,0.0215456601623827,0.139171462476867
"86883",2019,55.862077,-110.59053,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927772,"PC",0.011042480829375,0.0222801907535404,0.0954209191305157,0.275629987072673
"86883",2020,55.862077,-110.59053,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927772,"PC",0.0101885073463069,0.0269142128110005,0.0832434703116004,0.269902491232184
"86856",2019,55.861421,-110.579893,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927676,"PC",0.012104180302541,0.118583145825906,0.322554535950766,0.194521120980779
"86850",2019,55.861522,-110.571407,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927696,"PC",0.0257063355356507,0.0025110839780004,0.0418708196746194,0.158478504634248
"86876",2019,55.865919,-110.57012,"supplemental",0.980000019073486,230,70653.5,"mixedwood",70653.5,0,0.913511073784861,0,0,0,0,0.0864895054911992,"PC",0.0299219603478923,0.0516667170365917,0.419777403203162,0.188301566086372
"86881",2019,55.872014,-110.575677,"supplemental",0.980000019073486,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.0000005792771,"PC",0.0294757076871164,0.000159581280062518,0.0206076126666272,0.13511711255503
"86996",2019,55.891071,-110.644313,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927726,"PC",0.0505818619830444,0.035944985934892,0.43216510086549,0.182930288399005
"86993",2019,55.88833,-110.568535,"supplemental",0.980000019073486,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.0000005792768,"PC",0.0381489075468656,0.0444082771362875,0.443074473636203,0.178256689889966
"71177",2019,55.51663,-110.995597,"supplemental",0.680000007152557,33,70653.5,"exposed_barren",70653.5,0,0,0,0.538783143980101,0,0.461217435296701,0,"PC",0.0276899330294763,0.00187888421711568,0.0416384765116387,0.160355742791471
"71177",2020,55.51663,-110.995597,"supplemental",0.680000007152557,33,70653.5,"exposed_barren",70653.5,0,0,0,0.538783143980101,0,0.461217435296701,0,"PC",0.0286462550128274,0.00198210074055718,0.0433843928197712,0.162189795649446
"71159",2019,55.515902,-110.984749,"supplemental",0.680000007152557,210,70653.5,"coniferous",70653.5,0,0,0.768361483542362,0,0,0.231639095734298,0,"PC",0.0331896562180048,0.00183226965098384,0.0450133876629019,0.159795566974882
"71159",2020,55.515902,-110.984749,"supplemental",0.680000007152557,210,70653.5,"coniferous",70653.5,0,0,0.768361483542362,0,0,0.231639095734298,0,"PC",0.0277187771160677,0.00183680228315009,0.0426737808089095,0.158958054346509
"71251",2019,55.549113,-111.009922,"supplemental",0.370000004768372,210,70653.5,"coniferous",70653.5,1.00000057927866,0,0,0,0,0,0,"PC",0.0161075295481465,0.00910233573058443,0.162466924818959,0.28919659348889
"71251",2020,55.549113,-111.009922,"supplemental",0.370000004768372,210,70653.5,"coniferous",70653.5,1.00000057927866,0,0,0,0,0,0,"PC",0.0137241244833387,0.0111410674087357,0.135838197520205,0.287926306809647
"90104",2021,54.916743,-111.384751,"supplemental",0.980000019073486,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927788,"PC",0.0253468799604527,0.0169129650153421,0.123822747893811,0.290653054280498
"220746",2021,54.947892,-111.618908,"supplemental",0.129999995231628,81,70653.5,"wetland-treed",70653.5,0,0.883878783735335,0,0,0,0,0.116121795540228,"PC",0.0437420827623105,4.86498414988353e-05,0.0139484826309135,0.14702305319076
"220738",2021,54.954401,-111.629093,"supplemental",0.129999995231628,220,70653.5,"broadleaf",70653.5,0,1.00000057927603,0,0,0,0,0,"PC",0.0601746101733276,0.00725517417960519,0.135016288170116,0.274224783230649
"220735",2021,54.961225,-111.636838,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0.0065131226663498,0,0,0,0,0.99348745661011,"PC",0.0207029994702289,0.0346060076090813,0.409758244625234,0.186121359214494
"218180",2021,54.94025,-111.589273,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0.87007287699007,0,0,0,0,0.129927702286524,"PC",0.0185614064255709,0.00257805004559081,0.0273644416355465,0.158508310815256
"90068",2021,55.525725,-110.959917,"supplemental",0.0700000002980232,210,70653.5,"coniferous",70653.5,1.00000057927703,0,0,0,0,0,0,"PC",0.0138070160284377,0.00104408547133676,0.0424137993685365,0.220584680585575
"90067",2021,55.520029,-110.945992,"supplemental",0.150000005960464,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,1.0000005792776,0,"PC",0.0404867758666059,0.0480095251158892,0.372476386237999,0.159563469944136
"90065",2021,55.520324,-110.955978,"supplemental",0.0700000002980232,210,70653.5,"coniferous",70653.5,0,0,0.0859616789982804,0,0,0.914038900279863,0,"PC",0.0404039860106981,0.00250073279169047,0.0363830627665178,0.130589805109389
"90066",2021,55.520961,-110.974969,"supplemental",0.379999995231628,210,70653.5,"coniferous",70653.5,0.985273247011626,0.0147273322657518,0,0,0,0,0,"PC",0.0267336985684286,0.00122789757528497,0.0284150896151909,0.180002065009935
"90052",2021,55.460292,-110.857991,"supplemental",0.860000014305115,210,70653.5,"coniferous",70653.5,0,0.0606785962449485,0,0,0.93932198303158,0,0,"PC",0.043716068027669,6.05607193316519e-05,0.0212184392523322,0.140401238265296
"90049",2021,55.520654,-110.964889,"supplemental",0.379999995231628,220,70653.5,"broadleaf",70653.5,0.772927290237911,0,0.227073289039727,0,0,0,0,"PC",0.0284048653667514,0.0937023245975122,0.323357014272223,0.162347008057774
"90048",2021,55.526009,-110.965081,"supplemental",0.379999995231628,210,70653.5,"coniferous",70653.5,1.00000057927874,0,0,0,0,0,0,"PC",0.0269413929524423,0.00168679575570651,0.0410899246901608,0.15930871579171
"90047",2021,55.526417,-110.973995,"supplemental",0.379999995231628,81,70653.5,"wetland-treed",70653.5,1.00000057927573,0,0,0,0,0,0,"PC",0.0294467467335447,0.00156131768039456,0.040511464959767,0.157664476057253
"90046",2021,55.500119,-110.995881,"supplemental",0.939999997615814,210,70653.5,"coniferous",70653.5,0.947110429557431,0.0523457474276781,0.000544402292036115,0,0,0,0,"PC",0.0363053443090176,6.81845083951275e-05,0.0211474514770792,0.14186062144352
"90038",2021,55.543943,-111.020193,"supplemental",0.189999997615814,33,70653.5,"exposed_barren",70653.5,0,0,0,0.0609274420685432,0,0.939073137207809,0,"PC",0.0165918811263483,0.0402539832729353,0.0717570897092949,0.310943897392563
"90034",2021,55.505428,-110.994957,"supplemental",0.310000002384186,33,70653.5,"exposed_barren",70653.5,0.00310827211261087,0.282993459209432,0.713898847955781,0,0,0,0,"PC",0.0589291355024484,6.99469050380973e-05,0.012435270043966,0.142219746926895
"90029",2021,55.356495,-111.051984,"supplemental",0.660000026226044,210,70653.5,"coniferous",70653.5,0.181764310416801,0,0.371848647871338,0,0.446387620989963,0,0,"PC",0.0347787661301593,0.00274568335491017,0.0355821201830164,0.130648313386045
"90025",2021,55.463998,-110.810087,"supplemental",0.870000004768372,210,70653.5,"coniferous",70653.5,0,1.00000057927629,0,0,0,0,0,"PC",0.0291387093598998,0.00212146999816899,0.0399487605275265,0.149181172773222
"225607",2021,55.382525,-111.386817,"supplemental",0.0299999993294477,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927749,"PC",0.0229711331657052,0.00176750595028326,0.0410240688647411,0.159710214893943
"229980",2021,55.552974,-110.813052,"supplemental",0.980000019073486,230,70653.5,"mixedwood",70653.5,0,0,1.00000057927635,0,0,0,0,"PC",0.0105436633965636,0.0585425380122521,0.134800168889368,0.272911976323028
"225586",2021,55.527457,-110.986241,"supplemental",0.589999973773956,220,70653.5,"broadleaf",70653.5,0.169708985560011,0,0,0,0,0.830291593716508,0,"PC",0.0175011534504687,0.0570958242795427,0.388610716621707,0.192074505617076
"90000",2021,55.470974,-110.856995,"supplemental",0.490000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,1.00000057927791,0,0,"PC",0.0359641653140969,7.45071466582086e-05,0.0211356254585928,0.141310270736264
"218179",2021,55.344726,-111.025073,"supplemental",0.180000007152557,210,70653.5,"coniferous",70653.5,0,0,0,0.141423282521371,0,0.858577296755781,0,"PC",0.0136617587402365,0.000995145364555074,0.0398086562723064,0.215472559200097
"96630",2021,55.879748,-112.007262,"supplemental",0.839999973773956,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.0000005792764,"PC",0.0248105794961577,0.00199594893279627,0.0435948146864244,0.163156882407735
"96608",2021,55.676991,-112.028133,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,1.00000057927752,0,0,0,0,0,"PC",0.298431618948694,0.00561574538642197,0.110254898530968,0.264745826366971
"96652",2021,57.309111,-111.944542,"supplemental",0.990000009536743,80,70653.5,"wetland",70653.5,0,1.00000057927707,0,0,0,0,0,"PC",0.146844907297474,0.00550391154955936,0.0473309744841304,0.196971637864805
"96596",2021,57.280725,-111.916397,"supplemental",0.899999976158142,20,70653.5,"water",70653.5,1.00000057927749,0,0,0,0,0,0,"PC",0.0273023464734424,0.00195962787180851,0.0361866059685118,0.168593781342785
"475584",2022,54.756245,-110.228939,"supplemental",0.529999971389771,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927835,"PC",0.0225604003430628,0.000105149831629271,0.0181085900181701,0.131748039557586
"475583",2022,54.685504,-110.397099,"supplemental",0.910000026226044,210,70653.5,"coniferous",70653.5,0,1.00000057927709,0,0,0,0,0,"PC",0.0429338174058024,0.0334561865897525,0.279921975714573,0.160382311522701
"475578",2022,54.671804,-110.397928,"supplemental",0.959999978542328,210,70653.5,"coniferous",70653.5,0,0.840382856263054,0,0,0,0,0.159617723015676,"PC",0.0181673424917597,0.00247476609528803,0.027353637414903,0.15435242186145
